AnswerID,Text_KR,Text_EN,NextTextID,AnswerReward,Font_Direction
200190,“천천히 발을 떼면 됩니다.”,,20101,,
200191,“공중에 뜬다는 이야기 입니까?”,,20102,,
200192,“무슨 장점이 있는 것입니까?”,,20102,,
200193,“그렇군요.”,,20103,,
200194,“한번 시운행이 가능합니까?”,,20103,,
200195,‘박사가 자신만만하면.. 불안하다.’,,20104,,
200196,‘별일 없겠지..’,,20104,,
200197,“멈춰야 합니다.”,,20105,,2000009
200198,“핸들을 돌려야 합니다.”,,20112,,2000009
200199,“왼쪽 큰 페달 입니다.”,,20106,,2000009
200200,“맞습니다.”,,20109,,2000009
200201,"“박사, 페달을 세게 밟으세요!”",,20107,,2000009
200202,"“박사, 핸들을 꺾으세요!”",,20108,,2000009
200203,“보통 그런건 깜빡 안합니다.”,,,,
200204,“무사했으면 됬습니다.”,,,,
200205,‘오른쪽 팔에 금이간 것 같군.’,,,물자 10 하락,
200206,‘어깨에 통증이 느껴지는군.’,,,물자 10 하락,
200207,충격에 대비 한다.,,20110,물자 20 하락,2000009
200208,핸들을 강제로 꺾어버린다.,,20111,물자 20 하락,2000009
200209,‘여기저기.. 골절된 것 같다.’,,,,
200210,‘이마에 주르륵하는 느낌과 함께 피가 나는 것 같다.’,,,,
200211,‘여기저기.. 골절된 것 같다.’,,,,
200212,‘이마에 주르륵하는 느낌과 함께 피가 나는 것 같다.’,,,,
200213,“이제 천천히 왼쪽 페달을 밟으면 됩니다.”,,20113,,2000009
200214,“박사! 전방주시! 전방주시 하세요!”,,20116,,2000009
200215,전차가 완전히 멈추면 기어를 조정한다.,,20114,,2000009
200216,전차가 멈추면 내린다.,,20115,,2000009
200217,“보통 그런건 깜빡 안합니다.”,,,,
200218,“무사했으면 됬습니다.”,,,,
200219,“박사. 기어..”,,,물자 20 하락,
200220,“기어 조정 안했습니까?”,,,물자 20 하락,
200221,기어를 강제로 조정한다.,,20117,,2000009
200222,강제로 시동을 꺼버린다.,,20118,,2000009
200223,“박사.. 자리 바꿉시다..”,,,,
200224,“박사.. 제가 운전 하겠습니다.”,,,,
200225,“박사.. 자리 바꿉시다..”,,,물자 10 하락,
200226,“박사.. 제가 운전 하겠습니다.”,,,물자 10 하락,
200227,‘계속 대화가 이어져도 서로의 의견을 반대할 뿐이다.’,,20120,,
200228,‘여기서 한쪽 장관의 말에 찬성해서 회의를 끝내는 것이 좋겠다.’,,20120,,
200229,“맞는 말입니다.”,,20121,,2000009
200230,“이들을 전쟁에 활용하면 병사들의 희생은 줄일 수 있습니다.”,,20124,,2000009
200231,“하지만 이들은 완벽한 인간의 모습을 하고 있습니다.”,,20122,,2000009
200232,“이들도 생각을 할 수 있는 존재들 입니다.”,,20123,,2000009
200233,“그건..”,,20127,,
200234,“인형까진 너무 비약한 것 같습니다.”,,20127,,
200235,“그건..”,,20127,,
200236,‘반박하기 어렵다.’,,20127,,
200237,“기술 유출이요?”,,20125,,2000009
200238,"“비용, 윤리적 문제요?”",,20126,,2000009
200239,“그건 좀 위험하군요.”,,20127,,
200240,“확실히 그건.. 위험하군요.”,,20127,,
200241,“하지만 확실히 비용이 비싸긴 합니다.”,,20127,,
200242,‘윤리적으로 태클을 걸었었나 보군.’,,20127,,
200243,“감정을 가지고 있다는 말씀이십니까?”,,20128,,2000009
200244,“그것이 문제가 되는 것 입니까?”,,20129,,2000009
200245,“확실히 좀 꺼려지는군요.”,,20130,,2000009
200246,“감정을 시스템으로서 느낀다면 그걸 삭제하면 되는 것 아닙니까?”,,20133,,2000009
200247,“확실히 좀 꺼려지는군요.”,,20130,,2000009
200248,“감정을 시스템으로서 느낀다면 그걸 삭제하면 되는 것 아닙니까?”,,20133,,2000009
200249,“아무래도 가격이 비싸기도 하고.”,,20131,,2000009
200250,“아무래도 기술 유출이 걱정 되기도 하고.”,,20132,,2000009
200251,“전시 상황이긴 하지만..”,,,,
200252,“국고를 전혀 생각안 할 수는 없습니다.”,,,,
200253,“전쟁 중에 놓여있지만..”,,,,
200254,“전쟁 후의 프란츠도 생각해야 합니다.”,,,,
200255,“하지만 여전히 금전적 문제가 있습니다.”,,20134,"물자 20 하락,병력 40 증가",2000009
200256,“하지만 여전히 기술 유출의 문제가 있습니다.”,,20135,"물자 20 하락,병력 40 증가",2000009
200257,“잘 알겠습니다.”,,,,
200258,“우기연 장관님도 승인 하시는 것으로 알겠습니다.”,,,,
200259,“그 부분에 생길 수 있는 오류는..”,,,,
200260,“슈뢰딩거 박사에게 해결책을 구해보겠습니다.”,,,,
200261,“로켓기술이면..”,,20137,,
200262,“비용이 높은 것 아닙니까?”,,20137,,
200263,“첨단 기술들이 들어갔군요.”,,20138,,
200264,“우주 기술들이 많이 들어갔군요.”,,20138,,
200265,“안전성은 검증 된겁니까?”,,20139,,
200266,“충분히 실험은 거친 겁니까?”,,20139,,
200267,실험 보고서를 확인한다.,,20140,,2000009
200268,연구 자료를 확인한다.,,20142,,2000009
200269,“빠른속도에 스텔스 기능까지 있다면..”,,20141,,
200270,“적진을 치고 빠지는 작전에 유용 했을텐데..”,,20141,,
200271,“그렇다면 원래 제작하려는 의도랑 다르군요.”,,20144,,
200272,“다른 사용 방법에 대해 고려 중인게 있습니까?”,,20144,,
200273,“충격파나 소음을 줄이는 방법은..”,,20143,,
200274,“방법은 따로 없는 것 입니까?”,,20143,,
200275,“그럼 원래 사용하려던 암행용으론 사용할 수 없겠습니다.”,,20144,,
200276,“혹사 다른 사용 방법에 대해 고려 중 입니까?”,,20144,,
200277,“다른 전투기들도 가능한데.. 비싼 비용을 들일 수 없습니다.”,,20145,,2000009
200278,“빠른 속도라는 이점이 있으니 좀 더 적극적인 공격이 가능하겠군요.”,,20146,,2000009
200279,“미안합니다. 박사.”,,,,
200280,“추후에 다른 좋은 사용 방법이 있다면 그때 다시 논의합시다.”,,,,
200281,“수고 하셨습니다. 박사.”,,,,
200282,“비용은 전시 사령부에 요청 드리겠습니다.”,,,"물자 40 하락,병력 40 상승",
200283,무대에 서있는 연구원을 바라본다.,,20148,,2000009
200284,주변을 둘러본다.,,20149,,2000009
200285,수상한 사람이 없는지 무대 앞쪽을 둘러본다.,,20150,,2000009
200286,수상한 사람이 없는지 무대의 측면을 둘러본다.,,20162,,2000009
200287,수상한 사람이 없는지 무대 앞쪽을 둘러본다.,,20150,,
200288,수상한 사람이 없는지 무대의 측면을 둘러본다.,,20162,,
200289,‘확실히 군사 중역들이 모였으니..’,,20151,,
200290,‘절호의 찬스이긴 하겠군.’,,20151,,
200291,계속해서 듀퐁 라이터를 열었다 닫았다 하는 사람이 있다.,,20152,,2000009
200292,어색한 프란츠어를 구사하는 사람이 있다.,,20157,,2000009
200293,발표 속에서 들려오는 라이터의 소리를 듣는다.,,20153,,
200294,계속 그 자를 눈으로 쫓는다.,,20153,,
200295,‘엄청 수상하군.’,,20154,,
200296,‘저자가 확실하다.’,,20154,,
200297,문을 박차고 들어간다.,,20155,"정치력 10 하락,리더십 10 하락",2000009
200298,1대 다수는 불리하다. 경비에게 신고한다.,,20156,"정치력 10 상승,리더십 10 상승",2000009
200299,큰 소음을 듣고..,,,,
200300,스파이는 도망 쳤다.,,,,
200301,큰 소음을 듣고..,,,,
200302,스파이는 도망 쳤다.,,,,
200303,발표 속에서 들려오는 말 소리를 듣는다.,,20158,,
200304,계속 그 자를 눈으로 쫓는다.,,20158,,
200305,‘엄청 수상하군.’,,20159,,
200306,‘저자가 확실하다.’,,20159,,
200307,혹시 모르니 현 상황을 전하고 확인한다.,,20160,,2000009
200308,문답무용. 바로 제압한다.,,20161,"정치력 20 상승,리더십 40 상승",2000009
200309,이날 예고된 폭발은..,,,,
200310,다행히도 일어나지 않았다.,,,,
200311,연구원으로 위장한..,,,,
200312,스파이를 잡았다!,,,,
200313,‘확실히 군사 중역들이 모였으니..’,,20163,,
200314,‘절호의 찬스이긴 하겠군.’,,20163,,
200315,계속해서 땀을 닦는 중년 남성이 있다.,,20164,,2000009
200316,한쪽 눈에 안대를 하고 이리저리 눈알을 굴리고 있는 여성이 있다.,,20169,,2000009
200317,발표속에서 조금씩 그 자에게..,,20165,,
200318,천천히 접근한다.,,20165,,
200319,‘엄청 수상하군.’,,20166,,
200320,‘저자가 확실하다.’,,20166,,
200321,혹시 모르니 현 상황을 전하고 확인한다.,,20167,정치력 10 상승,2000009
200322,문답무용. 바로 제압한다.,,20168,"정치력 40 하락,리더십 20 하락",2000009
200323,이 모습을 본 스파이는..,,,,
200324,곧 바로 도망 쳤다.,,,,
200325,큰 소음을 듣고.. ,,,,
200326,스파이는 도망 쳤다.,,,,
200327,발표속에서 조금씩 그 자에게..,,20170,,
200328,천천히 접근한다.,,20170,,
200329,‘엄청 수상하군.’,,20171,,
200330,‘저자가 확실하다.’,,20171,,
200331,현 상황을 전달하고 양해를 구한다.,,20172,"정치력 20 상승,리더십 20 상승",2000009
200332,도망가지 못하게 손목을 꽉잡는다.,,20173,"정치력 40 하락,리더십 40 하락",2000009
200333,이날 예고된 폭발은..,,,,
200334,다행히도 일어나지 않았다.,,,,
200335,큰 소음을 듣고..,,,,
200336,스파이는 도망 쳤다.,,,,
